example_id                                         | status  | run_time               |
./spec/models/goal_spec.rb[1:2:1]                  | passed  | 0.00239 seconds        |
./spec/models/goal_spec.rb[1:3:1]                  | passed  | 0.01144 seconds        |
./spec/models/goal_spec.rb[1:3:2]                  | passed  | 0.01041 seconds        |
./spec/models/goal_spec.rb[1:3:3]                  | passed  | 0.00242 seconds        |
./spec/models/goal_spec.rb[1:4:1]                  | passed  | 0.01083 seconds        |
./spec/models/goal_spec.rb[1:4:2]                  | passed  | 0.0191 seconds         |
./spec/models/goal_spec.rb[1:5:1]                  | passed  | 0.01136 seconds        |
./spec/models/goal_spec.rb[1:5:2]                  | passed  | 0.01742 seconds        |
./spec/models/goal_spec.rb[1:6:1]                  | passed  | 0.01096 seconds        |
./spec/models/goal_spec.rb[1:6:2]                  | passed  | 0.0126 seconds         |
./spec/models/goal_spec.rb[1:7:1]                  | passed  | 0.02052 seconds        |
./spec/models/journal_entry_spec.rb[1:1:1]         | passed  | 0.01183 seconds        |
./spec/models/journal_entry_spec.rb[1:2:1]         | passed  | 0.00263 seconds        |
./spec/models/journal_entry_spec.rb[1:3:1]         | passed  | 2.11 seconds           |
./spec/models/journal_entry_spec.rb[1:3:2]         | passed  | 0.02972 seconds        |
./spec/models/journal_entry_spec.rb[1:3:3]         | passed  | 0.06296 seconds        |
./spec/models/journal_entry_spec.rb[1:3:4]         | passed  | 0.00512 seconds        |
./spec/models/journal_entry_spec.rb[1:4:1]         | passed  | 0.01141 seconds        |
./spec/models/journal_entry_spec.rb[1:4:2]         | passed  | 0.01597 seconds        |
./spec/models/journal_entry_spec.rb[1:4:3]         | passed  | 0.01258 seconds        |
./spec/models/journal_entry_spec.rb[1:4:4]         | passed  | 0.0201 seconds         |
./spec/models/journal_entry_spec.rb[1:5:1]         | passed  | 0.01091 seconds        |
./spec/models/journal_entry_spec.rb[1:5:2]         | passed  | 0.01621 seconds        |
./spec/models/journal_entry_spec.rb[1:6:1]         | passed  | 0.02455 seconds        |
./spec/models/journal_entry_spec.rb[1:6:2]         | passed  | 0.01525 seconds        |
./spec/models/journal_entry_spec.rb[1:6:3]         | passed  | 0.01648 seconds        |
./spec/models/page_spec.rb[1:1:1]                  | passed  | 0.0238 seconds         |
./spec/models/page_spec.rb[1:2:1]                  | passed  | 0.01896 seconds        |
./spec/models/page_spec.rb[1:3:1]                  | passed  | 0.00233 seconds        |
./spec/models/page_spec.rb[1:4:1]                  | passed  | 0.01918 seconds        |
./spec/models/page_spec.rb[1:4:2]                  | passed  | 0.02104 seconds        |
./spec/models/page_spec.rb[1:4:3]                  | passed  | 0.00135 seconds        |
./spec/models/page_spec.rb[1:5:1]                  | passed  | 0.01777 seconds        |
./spec/models/page_spec.rb[1:5:2]                  | passed  | 0.01898 seconds        |
./spec/models/page_spec.rb[1:5:3]                  | passed  | 0.02541 seconds        |
./spec/models/page_spec.rb[1:6:1]                  | passed  | 0.02106 seconds        |
./spec/models/page_spec.rb[1:6:2]                  | passed  | 0.02012 seconds        |
./spec/models/page_spec.rb[1:7:1]                  | passed  | 0.01696 seconds        |
./spec/models/page_spec.rb[1:7:2]                  | passed  | 0.02381 seconds        |
./spec/models/page_spec.rb[1:8:1]                  | passed  | 0.08013 seconds        |
./spec/models/page_spec.rb[1:8:2]                  | passed  | 0.02363 seconds        |
./spec/models/post_spec.rb[1:1:1]                  | passed  | 0.03362 seconds        |
./spec/models/post_spec.rb[1:1:2]                  | passed  | 0.01753 seconds        |
./spec/models/post_spec.rb[1:1:3]                  | passed  | 0.01372 seconds        |
./spec/models/post_spec.rb[1:2:1]                  | passed  | 0.00362 seconds        |
./spec/models/post_spec.rb[1:3:1]                  | passed  | 0.01826 seconds        |
./spec/models/post_spec.rb[1:3:2]                  | passed  | 0.01774 seconds        |
./spec/models/post_spec.rb[1:3:3]                  | passed  | 0.00397 seconds        |
./spec/models/post_spec.rb[1:4:1]                  | passed  | 0.02009 seconds        |
./spec/models/post_spec.rb[1:4:2]                  | passed  | 0.02557 seconds        |
./spec/models/post_spec.rb[1:5:1]                  | passed  | 0.01814 seconds        |
./spec/models/post_spec.rb[1:5:2]                  | passed  | 0.02866 seconds        |
./spec/models/post_spec.rb[1:6:1]                  | passed  | 0.01113 seconds        |
./spec/models/post_spec.rb[1:6:2]                  | passed  | 0.01062 seconds        |
./spec/models/post_spec.rb[1:6:3]                  | passed  | 0.01974 seconds        |
./spec/models/post_spec.rb[1:7:1]                  | passed  | 0.02666 seconds        |
./spec/models/post_spec.rb[1:7:2]                  | passed  | 0.02574 seconds        |
./spec/models/post_spec.rb[1:7:3]                  | passed  | 0.02779 seconds        |
./spec/models/post_spec.rb[1:7:4]                  | passed  | 0.02715 seconds        |
./spec/models/post_spec.rb[1:8:1]                  | passed  | 0.0206 seconds         |
./spec/models/post_spec.rb[1:8:2]                  | passed  | 0.02606 seconds        |
./spec/models/post_spec.rb[1:8:3]                  | passed  | 0.02535 seconds        |
./spec/models/post_spec.rb[1:8:4]                  | passed  | 0.01929 seconds        |
./spec/models/post_spec.rb[1:8:5]                  | passed  | 0.02677 seconds        |
./spec/models/post_spec.rb[1:8:6:1:1]              | passed  | 0.05775 seconds        |
./spec/models/saved_book_spec.rb[1:1:1]            | passed  | 0.01862 seconds        |
./spec/models/saved_book_spec.rb[1:1:2]            | passed  | 0.02081 seconds        |
./spec/models/saved_book_spec.rb[1:2:1]            | passed  | 0.00319 seconds        |
./spec/models/saved_book_spec.rb[1:2:2]            | passed  | 0.00296 seconds        |
./spec/models/saved_book_spec.rb[1:3:1]            | passed  | 0.01887 seconds        |
./spec/models/saved_book_spec.rb[1:3:2]            | passed  | 0.01136 seconds        |
./spec/models/saved_book_spec.rb[1:3:3]            | passed  | 0.00909 seconds        |
./spec/models/saved_book_spec.rb[1:4:1]            | passed  | 0.02687 seconds        |
./spec/models/saved_book_spec.rb[1:4:2]            | passed  | 0.01824 seconds        |
./spec/models/saved_book_spec.rb[1:4:3]            | passed  | 0.03636 seconds        |
./spec/models/saved_book_spec.rb[1:4:4]            | passed  | 0.03207 seconds        |
./spec/models/saved_book_spec.rb[1:5:1]            | passed  | 0.02015 seconds        |
./spec/models/saved_book_spec.rb[1:5:2]            | passed  | 0.0184 seconds         |
./spec/models/saved_book_spec.rb[1:6:1]            | passed  | 0.03151 seconds        |
./spec/models/saved_book_spec.rb[1:6:2]            | passed  | 0.03047 seconds        |
./spec/models/scholar_spec.rb[1:1:1]               | passed  | 0.0008 seconds         |
./spec/models/scholar_spec.rb[1:1:2]               | passed  | 0.0044 seconds         |
./spec/models/user_spec.rb[1:1:1]                  | passed  | 0.00118 seconds        |
./spec/models/user_spec.rb[1:1:2]                  | passed  | 0.00451 seconds        |
./spec/models/user_spec.rb[1:1:3]                  | passed  | 0.00211 seconds        |
./spec/models/user_spec.rb[1:2:1]                  | passed  | 0.39538 seconds        |
./spec/models/user_spec.rb[1:2:2]                  | passed  | 0.00505 seconds        |
./spec/models/user_spec.rb[1:2:3]                  | passed  | 0.02001 seconds        |
./spec/models/user_spec.rb[1:2:4]                  | passed  | 0.00122 seconds        |
./spec/models/user_spec.rb[1:2:5]                  | passed  | 0.00067 seconds        |
./spec/models/user_spec.rb[1:2:6]                  | passed  | 0.00071 seconds        |
./spec/models/user_spec.rb[1:2:7]                  | passed  | 0.00142 seconds        |
./spec/models/user_spec.rb[1:2:8]                  | passed  | 0.00201 seconds        |
./spec/models/user_spec.rb[1:3:1]                  | passed  | 0.03954 seconds        |
./spec/models/user_spec.rb[1:3:2]                  | passed  | 0.00272 seconds        |
./spec/models/user_spec.rb[1:4:1]                  | passed  | 0.00561 seconds        |
./spec/models/user_spec.rb[1:4:2]                  | passed  | 0.01486 seconds        |
./spec/models/user_spec.rb[1:4:3]                  | passed  | 0.00548 seconds        |
./spec/models/user_spec.rb[1:4:4]                  | passed  | 0.00592 seconds        |
./spec/models/user_spec.rb[1:5:1]                  | passed  | 0.00832 seconds        |
./spec/models/user_spec.rb[1:5:2]                  | passed  | 0.00784 seconds        |
./spec/models/user_spec.rb[1:5:3]                  | passed  | 0.00716 seconds        |
./spec/models/user_spec.rb[1:5:4]                  | passed  | 0.00733 seconds        |
./spec/models/user_spec.rb[1:5:5]                  | passed  | 0.0072 seconds         |
./spec/models/user_spec.rb[1:5:6]                  | passed  | 0.00693 seconds        |
./spec/models/user_spec.rb[1:6:1]                  | passed  | 0.00885 seconds        |
./spec/models/user_spec.rb[1:6:2]                  | passed  | 0.01378 seconds        |
./spec/models/user_spec.rb[1:6:3]                  | passed  | 0.00957 seconds        |
./spec/models/user_spec.rb[1:6:4]                  | passed  | 0.00768 seconds        |
./spec/models/user_spec.rb[1:7:1]                  | passed  | 0.00079 seconds        |
./spec/models/user_spec.rb[1:7:2]                  | passed  | 0.00152 seconds        |
./spec/models/user_spec.rb[1:8:1]                  | passed  | 0.00118 seconds        |
./spec/models/user_spec.rb[1:9:1]                  | passed  | 0.00993 seconds        |
./spec/models/user_spec.rb[1:9:2]                  | passed  | 0.00694 seconds        |
./spec/models/user_spec.rb[1:9:3]                  | passed  | 0.00284 seconds        |
./spec/models/user_spec.rb[1:9:4]                  | passed  | 0.00988 seconds        |
./spec/requests/admin/posts_spec.rb[1:1:1]         | passed  | 0.0247 seconds         |
./spec/requests/authors_spec.rb[1:1:1:1]           | passed  | 0.03101 seconds        |
./spec/requests/authors_spec.rb[1:2:1]             | passed  | 0.34911 seconds        |
./spec/requests/authors_spec.rb[1:3:1]             | passed  | 0.07541 seconds        |
./spec/requests/categories_spec.rb[1:1:1]          | passed  | 0.02076 seconds        |
./spec/requests/categories_spec.rb[1:1:2]          | failed  | 0.03293 seconds        |
./spec/requests/categories_spec.rb[1:2:1:1]        | passed  | 0.03787 seconds        |
./spec/requests/categories_spec.rb[1:3:1]          | passed  | 0.03122 seconds        |
./spec/requests/categories_spec.rb[1:4:1]          | passed  | 0.03319 seconds        |
./spec/requests/civics_spec.rb[1:1:1]              | failed  | 0.02389 seconds        |
./spec/requests/civics_spec.rb[1:1:2]              | failed  | 0.02102 seconds        |
./spec/requests/civics_spec.rb[1:2:1]              | failed  | 0.05859 seconds        |
./spec/requests/civics_spec.rb[1:3:1]              | failed  | 0.33664 seconds        |
./spec/requests/civics_spec.rb[1:4:1]              | failed  | 0.02693 seconds        |
./spec/requests/concepts_spec.rb[1:1:1]            | failed  | 0.01947 seconds        |
./spec/requests/concepts_spec.rb[1:2:1]            | failed  | 0.3316 seconds         |
./spec/requests/controversies_spec.rb[1:1:1]       | failed  | 0.30302 seconds        |
./spec/requests/controversies_spec.rb[1:1:2]       | failed  | 0.01798 seconds        |
./spec/requests/controversies_spec.rb[1:2:1]       | failed  | 0.06119 seconds        |
./spec/requests/controversies_spec.rb[1:2:2]       | failed  | 0.01777 seconds        |
./spec/requests/lesson_plans_spec.rb[1:1:1]        | failed  | 0.02157 seconds        |
./spec/requests/lesson_plans_spec.rb[1:1:2]        | failed  | 0.31256 seconds        |
./spec/requests/lesson_plans_spec.rb[1:2:1]        | failed  | 0.01926 seconds        |
./spec/requests/lesson_plans_spec.rb[1:2:2]        | failed  | 0.01867 seconds        |
./spec/requests/lesson_plans_spec.rb[1:3:1]        | failed  | 0.36552 seconds        |
./spec/requests/lesson_plans_spec.rb[1:4:1]        | failed  | 0.34698 seconds        |
./spec/requests/lesson_plans_spec.rb[1:5:1]        | unknown |                        |
./spec/requests/posts_spec.rb[1:1:1]               | failed  | 0.03366 seconds        |
./spec/requests/posts_spec.rb[1:1:2]               | failed  | 0.05574 seconds        |
./spec/requests/posts_spec.rb[1:1:3]               | failed  | 0.09659 seconds        |
./spec/requests/posts_spec.rb[1:2:1:1]             | passed  | 0.59879 seconds        |
./spec/requests/posts_spec.rb[1:2:1:2]             | passed  | 0.0547 seconds         |
./spec/requests/posts_spec.rb[1:2:1:3]             | passed  | 0.04643 seconds        |
./spec/requests/posts_spec.rb[1:2:2:1]             | passed  | 0.03908 seconds        |
./spec/requests/posts_spec.rb[1:3:1:1]             | passed  | 0.06066 seconds        |
./spec/requests/posts_spec.rb[1:3:1:2]             | passed  | 0.05645 seconds        |
./spec/requests/posts_spec.rb[1:3:2:1]             | passed  | 0.04804 seconds        |
./spec/requests/posts_spec.rb[1:4:1]               | failed  | 0.03248 seconds        |
./spec/requests/posts_spec.rb[1:5:1:1]             | passed  | 0.01218 seconds        |
./spec/requests/posts_spec.rb[1:5:2:1]             | failed  | 0.02085 seconds        |
./spec/requests/posts_spec.rb[1:6:1:1]             | passed  | 0.01822 seconds        |
./spec/requests/posts_spec.rb[1:6:2:1]             | passed  | 0.03534 seconds        |
./spec/requests/posts_spec.rb[1:6:2:2]             | passed  | 0.07559 seconds        |
./spec/requests/posts_spec.rb[1:6:2:3]             | failed  | 0.02492 seconds        |
./spec/requests/public_spec.rb[1:1:1]              | failed  | 0.409 seconds          |
./spec/requests/public_spec.rb[1:1:2]              | failed  | 0.01432 seconds        |
./spec/requests/scholars_spec.rb[1:1:1]            | failed  | 0.02476 seconds        |
./spec/requests/scholars_spec.rb[1:1:2]            | failed  | 0.32749 seconds        |
./spec/requests/static_pages_spec.rb[1:1:1]        | failed  | 0.09001 seconds        |
./spec/requests/static_pages_spec.rb[1:1:2]        | failed  | 0.05576 seconds        |
./spec/requests/users_spec.rb[1:1:1]               | failed  | 0.05699 seconds        |
./spec/requests/users_spec.rb[1:2:1]               | failed  | 0.06999 seconds        |
./spec/requests/users_spec.rb[1:3:1]               | failed  | 0.0234 seconds         |
./spec/requests/users_spec.rb[1:4:1]               | failed  | 0.03268 seconds        |
./spec/requests/users_spec.rb[1:5:1]               | passed  | 0.02569 seconds        |
./spec/requests/users_spec.rb[1:5:2]               | passed  | 0.02707 seconds        |
./spec/requests/users_spec.rb[1:6:1]               | passed  | 0.10493 seconds        |
./spec/requests/users_spec.rb[1:6:2]               | passed  | 0.02655 seconds        |
./spec/services/content_importer_spec.rb[1:1:1]    | passed  | 0.04581 seconds        |
./spec/services/content_importer_spec.rb[1:1:2]    | passed  | 0.04754 seconds        |
./spec/services/content_importer_spec.rb[1:1:3]    | passed  | 0.04352 seconds        |
./spec/services/content_importer_spec.rb[1:1:4]    | passed  | 0.04683 seconds        |
./spec/services/content_importer_spec.rb[1:1:5]    | passed  | 0.5143 seconds         |
./spec/system/chat_bubble_websocket_spec.rb[1:1:1] | failed  | 0.5092 seconds         |
./spec/system/chat_bubble_websocket_spec.rb[1:1:2] | failed  | 0.47717 seconds        |
./spec/system/chat_bubble_websocket_spec.rb[1:1:3] | failed  | 0.49921 seconds        |
./spec/system/chat_bubble_websocket_spec.rb[1:1:4] | failed  | 0.54686 seconds        |
./spec/system/chat_bubble_websocket_spec.rb[1:1:5] | failed  | 0.52373 seconds        |
./spec/system/chat_bubble_websocket_spec.rb[1:1:6] | failed  | 0.50356 seconds        |
./spec/system/chat_bubble_websocket_spec.rb[1:2:1] | failed  | 0.47228 seconds        |
./spec/system/chat_bubble_websocket_spec.rb[1:2:2] | failed  | 0.49349 seconds        |
./spec/system/chat_bubble_websocket_spec.rb[1:2:3] | failed  | 0.53038 seconds        |
./spec/system/users_spec.rb[1:1:1]                 | failed  | 40.43 seconds          |
./spec/system/users_spec.rb[1:2:1]                 | failed  | 40.46 seconds          |
./spec/system/users_spec.rb[1:3:1]                 | failed  | 40.66 seconds          |
